id,RarityScore,PunkType,FullType,AttributeCount,Hair,Eyes,FacialHair,NeckAccessory,MouthProp,Mouth,Blemishes,Ears,Nose,ETHPrice,USDPrice,TimeInDays,TimesSold,LastUSDPrice,LastETHPrice,TimePurchase,LastPercentChange,DaysBetweenPurchases
4650,81.31,Male,Male-Dark,3,Mohawk Thin,None,Front Beard,None,None,None,None,Earring,None,"[138.0, 125.0]","[334900.0, 303350.0]","[121.748, 121.748]",2.0,334900.00,138.00,121.75,10.400163506960583,0.0
4651,101.62,Male,Male-Dark,3,Mohawk Thin,None,Shadow Beard,None,None,Smile,None,None,None,,,,,,,,,
4652,84.78,Female,Female-Light,3,Mohawk Thin,Clown Eyes Blue,None,Clown Eyes Blue,None,Purple Lipstick,None,None,None,[40.5],[98290.0],[152.185],1.0,98290.00,40.50,152.19,NA,NA
4653,169.12,Male,Male-Dark,4,Hoodie,Horned Rim Glasses,None,Horned Rim Glasses,Cigarette,None,Spots,None,None,,,,,,,,,
4654,163.92,Female,Female-Mid,3,Pigtails,Eye Patch,None,Eye Patch,None,Purple Lipstick,None,None,None,"[128.0, 0.6]","[310630.0, 1460.0]","[152.185, 1461.0]",2.0,310630.00,128.00,152.19,21161.464750171115,1308.815
4655,113.36,Male,Male-Mid,4,Wild Hair,None,Normal Beard,None,Pipe,None,None,Earring,None,,,,,,,,,
4656,119.94,Female,Female-Mid,2,Blonde Short,Classic Shades,None,Classic Shades,None,None,None,None,None,,,,,,,,,
4657,82.48,Male,Male-Dark,3,Shaved Head,Eye Patch,None,Eye Patch,Cigarette,None,None,None,None,[0.25],[606.7],[730.5],1.0,606.70,0.25,730.50,NA,NA
4658,110.56,Male,Male-Mid,3,None,None,Goat,None,None,None,Mole,Earring,None,[0.71],[1720.0],[365.25],1.0,1720.00,0.71,365.25,NA,NA
4659,75.75,Male,Male-Light,2,Wild Hair,3D Glasses,None,3D Glasses,None,None,None,None,None,[0.16],[388.2],[1095.75],1.0,388.20,0.16,1095.75,NA,NA
4660,152.03,Male,Male-Light,4,Vampire Hair,Eye Patch,Front Beard Dark,Eye Patch,None,None,None,Earring,None,"[3.5, 2.5, 4.0, 6.65, 1.0, 0.45, 0.3]","[8490.0, 6070.0, 9710.0, 16140.0, 2430.0, 1090.0, 728.0]","[365.25, 365.25, 365.25, 365.25, 730.5, 730.5, 730.5]",7.0,8490.00,3.50,365.25,39.84516554109702,0.0
4661,92.34,Male,Male-Dark,2,Cap Forward,Eye Mask,None,Eye Mask,None,None,None,None,None,"[9.44, 0.23]","[22910.0, 558.1]","[334.807, 1461.0]",2.0,22910.00,9.44,334.81,3997.656948667501,1126.193
4662,111.73,Male,Male-Mid,4,Cap,Classic Shades,Muttonchops,Classic Shades,Cigarette,None,None,None,None,"[5.0, 3.1, 0.5]","[12130.0, 7520.0, 1210.0]","[365.25, 365.25, 730.5]",3.0,12130.00,5.00,365.25,61.28174444887647,0.0
4663,59.78,Male,Male-Light,2,Mohawk Thin,Horned Rim Glasses,None,Horned Rim Glasses,None,None,None,None,None,"[109.0, 0.01]","[264520.0, 2.4]","[121.748, 1461.0]",2.0,264520.00,109.00,121.75,7779900.0,1339.252
4664,90.79,Female,Female-Albino,3,Mohawk Thin,None,None,None,None,Purple Lipstick,Mole,None,None,"[67.67, 64.0, 17.95, 16.0]","[164220.0, 155320.0, 43560.0, 38830.0]","[15.0, 23.0, 273.933, 304.37]",4.0,164220.00,67.67,15.00,5.729424868498143,8.0
4665,107.44,Male,Male-Mid,2,Fedora,None,Normal Beard,None,None,None,None,None,None,,,,,,,,,
4666,141.47,Female,Female-Light,3,Straight Hair Dark,Green Eye Shadow,None,Green Eye Shadow,None,Black Lipstick,None,None,None,,,,,,,,,
4667,125.23,Male,Male-Mid,4,Bandana,None,Normal Beard Black,None,Cigarette,Frown,None,None,None,,,,,,,,,
4668,115.95,Male,Male-Albino,4,Hoodie,Clown Eyes Green,None,Clown Eyes Green,None,None,Mole,Earring,None,,,,,,,,,
4669,178.83,Male,Male-Mid,5,Wild Hair,Small Shades,None,Small Shades,None,Frown,Mole,Earring,None,"[14.99, 3.4, 2.5]","[36380.0, 8250.0, 6070.0]","[365.25, 365.25, 365.25]",3.0,36380.00,14.99,365.25,340.9162525754454,0.0
4670,110.26,Male,Male-Light,3,Do-rag,Clown Eyes Blue,Normal Beard Black,Clown Eyes Blue,None,None,None,None,None,"[114.5, 45.99, 39.98, 0.2, 0.24]","[277870.0, 111610.0, 97020.0, 485.3, 582.4]","[91.311, 152.185, 152.185, 1095.75, 1461.0]",5.0,277870.00,114.50,91.31,148.9629158416285,60.873999999999995
4671,95.92,Female,Female-Dark,2,Crazy Hair,None,None,None,None,None,None,None,Clown Nose,,,,,,,,,
4672,61.94,Male,Male-Mid,3,Mohawk,Horned Rim Glasses,None,Horned Rim Glasses,None,None,None,Earring,None,[0.14],[351.8],[1095.75],1.0,351.80,0.14,1095.75,NA,NA
4673,95.72,Female,Female-Light,2,None,Nerd Glasses,None,Nerd Glasses,None,Black Lipstick,None,None,None,,,,,,,,,
4674,169.42,Female,Female-Light,3,Pigtails,Clown Eyes Blue,None,Clown Eyes Blue,None,Black Lipstick,None,None,None,,,,,,,,,
4675,73.42,Female,Female-Mid,2,Bandana,VR,None,VR,None,None,None,None,None,,,,,,,,,
4676,170.67,Female,Female-Dark,2,Blonde Bob,None,None,None,None,None,Rosy Cheeks,None,None,,,,,,,,,
4677,205.2,Female,Female-Dark,3,Dark Hair,Welding Goggles,None,Welding Goggles,None,None,None,Earring,None,,,,,,,,,
4678,184.26,Male,Male-Light,5,Cap Forward,Horned Rim Glasses,Mustache,Horned Rim Glasses,None,None,Mole,Earring,None,,,,,,,,,
4679,95.98,Male,Male-Albino,2,Do-rag,None,None,None,Pipe,None,None,None,None,"[65.0, 99.95, 105.0, 19.7, 0.09]","[157740.0, 242560.0, 254810.0, 47810.0, 218.4]","[30.437, 60.874, 60.874, 334.807, 1461.0]",5.0,157740.00,65.00,30.44,-34.968935649176906,30.437
4680,127.3,Male,Male-Mid,4,Hoodie,Eye Mask,Shadow Beard,Eye Mask,None,None,Mole,None,None,"[71.0, 10.05]","[172300.0, 24390.0]","[273.933, 273.933]",2.0,172300.00,71.00,273.93,606.4081013488582,0.0
4681,105.7,Female,Female-Dark,2,Crazy Hair,None,None,None,Medical Mask,None,None,None,None,"[178.0, 63.0, 23.0]","[431970.0, 152890.0, 55820.0]","[121.748, 152.185, 182.622]",3.0,431970.00,178.00,121.75,182.53461616445702,30.436999999999998
4682,64.44,Female,Female-Dark,3,Messy Hair,Nerd Glasses,None,Nerd Glasses,None,None,None,Earring,None,,,,,,,,,
4683,130.61,Male,Male-Mid,4,Hoodie,VR,Handlebars,VR,None,None,None,Earring,None,,,,,,,,,
4684,88.37,Male,Male-Dark,4,Do-rag,None,Shadow Beard,None,Cigarette,None,None,Earring,None,"[5.85, 0.14]","[14200.0, 339.7]","[334.807, 1095.75]",2.0,14200.00,5.85,334.81,4067.889638978573,760.943
4685,103.83,Male,Male-Dark,2,Police Cap,None,Mustache,None,None,None,None,None,None,,,,,,,,,
4686,210.63,Male,Male-Dark,3,Fedora,None,None,None,Cigarette,Buck Teeth,None,None,None,,,,,,,,,
4687,124.75,Female,Female-Mid,2,None,Clown Eyes Blue,None,Clown Eyes Blue,Vape,None,None,None,None,,,,,,,,,
4688,66.07,Male,Male-Dark,3,Do-rag,None,None,None,Cigarette,None,None,Earring,None,[1.4],[3400.0],[365.25],1.0,3400.00,1.40,365.25,NA,NA
4689,103.52,Male,Male-Mid,2,None,None,Normal Beard,None,Cigarette,None,None,None,None,"[22.69, 23.0, 8.0]","[55060.0, 55820.0, 19410.0]","[334.807, 334.807, 334.807]",3.0,55060.00,22.69,334.81,-1.3632862184482544,0.0
4690,85.99,Male,Male-Mid,3,Cap Forward,Clown Eyes Blue,None,Clown Eyes Blue,None,None,None,Earring,None,[105.0],[254810.0],[121.748],1.0,254810.00,105.00,121.75,NA,NA
4691,76.57,Male,Male-Light,3,Frumpy Hair,Eye Patch,None,Eye Patch,None,None,Mole,None,None,"[13.88, 5.0, 0.29, 0.1, 0.21]","[33680.0, 12130.0, 713.4, 242.6, 509.6]","[334.807, 365.25, 730.5, 1095.75, 1461.0]",5.0,33680.00,13.88,334.81,177.63580908416455,30.442999999999984
4692,73.97,Male,Male-Light,2,Mohawk,None,None,None,Pipe,None,None,None,None,"[27.5, 25.0, 27.37]","[66740.0, 60670.0, 66420.0]","[243.496, 273.933, 304.37]",3.0,66740.00,27.50,243.50,10.003131644442979,30.436999999999983
4693,66.57,Female,Female-Mid,2,Wild Hair,Eye Patch,None,Eye Patch,None,None,None,None,None,,,,,,,,,
4694,94.98,Male,Male-Mid,2,Do-rag,None,None,None,None,Smile,None,None,None,[45.0],[109210.0],[152.185],1.0,109210.00,45.00,152.19,NA,NA
4695,78.25,Male,Male-Dark,2,Crazy Hair,None,Normal Beard,None,None,None,None,None,None,"[0.9, 0.5, 0.25]","[2180.0, 1210.0, 606.7]","[365.25, 730.5, 730.5]",3.0,2180.00,0.90,365.25,80.01651527663088,365.25
4696,72.06,Female,Female-Light,3,Cap,Big Shades,None,Big Shades,None,None,None,Earring,None,,,,,,,,,
4697,119.11,Male,Male-Mid,3,Headband,None,Luxurious Beard,None,None,Smile,None,None,None,[0.05],[121.3],[1095.75],1.0,121.30,0.05,1095.75,NA,NA
4698,121.16,Male,Male-Mid,3,Headband,None,Big Beard,None,Cigarette,None,None,None,None,,,,,,,,,
4699,84.46,Male,Male-Albino,2,Peak Spike,Eye Patch,None,Eye Patch,None,None,None,None,None,"[24.75, 21.9, 4.0, 3.0, 5.6]","[60060.0, 53150.0, 9710.0, 7280.0, 13590.0]","[273.933, 273.933, 365.25, 365.25, 365.25]",5.0,60060.00,24.75,273.93,12.998814697747926,0.0
4700,69.33,Female,Female-Mid,3,Messy Hair,None,None,None,Cigarette,Purple Lipstick,None,None,None,,,,,,,,,
4701,77.37,Male,Male-Mid,3,Crazy Hair,Clown Eyes Green,None,Clown Eyes Green,Cigarette,None,None,None,None,[22.0],[53390.0],[213.059],1.0,53390.00,22.00,213.06,NA,NA
4702,133.93,Female,Female-Light,4,Tassle Hat,Eye Mask,None,Eye Mask,None,Purple Lipstick,None,Earring,None,,,,,,,,,
4703,63.14,Male,Male-Mid,3,Knitted Cap,Horned Rim Glasses,None,Horned Rim Glasses,None,None,None,Earring,None,,,,,,,,,
4704,88.61,Female,Female-Albino,2,Headband,Clown Eyes Green,None,Clown Eyes Green,None,None,None,None,None,,,,,,,,,
4705,78.89,Male,Male-Albino,2,Mohawk Thin,Small Shades,None,Small Shades,None,None,None,None,None,,,,,,,,,
4706,144.16,Male,Male-Albino,4,Cap Forward,Eye Mask,Chinstrap,Eye Mask,None,None,None,Earring,None,,,,,,,,,
4707,125.67,Male,Male-Dark,3,Police Cap,Nerd Glasses,None,Nerd Glasses,None,Smile,None,None,None,[5.75],[13950.0],[365.25],1.0,13950.00,5.75,365.25,NA,NA
4708,91.95,Male,Male-Dark,3,Police Cap,Eye Patch,None,Eye Patch,None,None,None,Earring,None,,,,,,,,,
4709,106.73,Male,Male-Dark,1,None,None,Shadow Beard,None,None,None,None,None,None,,,,,,,,,
4710,133.28,Female,Female-Mid,3,Blonde Short,Regular Shades,None,Regular Shades,None,Black Lipstick,None,None,None,,,,,,,,,
4711,124.77,Female,Female-Dark,3,Straight Hair Dark,Eye Patch,None,Eye Patch,None,Hot Lipstick,None,None,None,[20.7],[50230.0],[243.496],1.0,50230.00,20.70,243.50,NA,NA
4712,106.06,Female,Female-Light,3,Wild Blonde,None,None,None,Cigarette,None,None,Earring,None,,,,,,,,,
4713,108.19,Male,Male-Light,3,Hoodie,Horned Rim Glasses,Normal Beard Black,Horned Rim Glasses,None,None,None,None,None,,,,,,,,,
4714,89.55,Male,Male-Mid,3,Peak Spike,None,Luxurious Beard,None,None,None,None,Earring,None,,,,,,,,,
4715,81.8,Male,Male-Light,2,Knitted Cap,None,None,None,None,Frown,None,None,None,,,,,,,,,
4716,202.5,Female,Female-Light,5,Tassle Hat,Eye Mask,None,Eye Mask,None,Black Lipstick,Mole,Earring,None,"[148.88, 147.0, 65.0]","[361300.0, 356740.0, 157740.0]","[60.874, 121.748, 152.185]",3.0,361300.00,148.88,60.87,1.2779579582946732,60.874
4717,77.84,Male,Male-Light,3,Shaved Head,Nerd Glasses,None,Nerd Glasses,Cigarette,None,None,None,None,,,,,,,,,
4718,110.66,Male,Male-Dark,2,Shaved Head,None,None,None,Medical Mask,None,None,None,None,,,,,,,,,
4719,138.17,Female,Female-Mid,3,Straight Hair Blonde,None,None,None,Pipe,Purple Lipstick,None,None,None,"[42.0, 24.0, 11.25]","[101930.0, 58240.0, 27300.0]","[152.185, 213.059, 365.244]",3.0,101930.00,42.00,152.19,75.01416527875551,60.873999999999995
4720,68.72,Male,Male-Light,2,Shaved Head,None,None,None,None,None,Mole,None,None,,,,,,,,,
4721,68.5,Female,Female-Light,3,Stringy Hair,None,None,None,Cigarette,Hot Lipstick,None,None,None,,,,,,,,,
4722,104.3,Female,Female-Mid,2,Straight Hair,None,None,None,None,Hot Lipstick,None,None,None,"[55.25, 23.5]","[134080.0, 57030.0]","[152.185, 182.622]",2.0,134080.00,55.25,152.19,135.1002086584489,30.437000000000012
4723,164.91,Male,Male-Mid,4,Shaved Head,Classic Shades,Normal Beard Black,Classic Shades,Medical Mask,None,None,None,None,[33.0],[80080.0],[243.496],1.0,80080.00,33.00,243.50,NA,NA
4724,141.28,Male,Male-Mid,3,Hoodie,None,None,None,None,None,Spots,Earring,None,[85.0],[206280.0],[152.185],1.0,206280.00,85.00,152.19,NA,NA
4725,123.83,Male,Male-Dark,3,Shaved Head,None,Big Beard,None,None,None,None,Earring,None,,,,,,,,,
4726,156.25,Female,Female-Dark,2,Straight Hair Dark,None,None,None,None,None,None,None,None,"[25.0, 5.0]","[60670.0, 12130.0]","[243.496, 365.25]",2.0,60670.00,25.00,243.50,400.12365015250185,121.75399999999999
4727,57.91,Male,Male-Mid,2,Bandana,Big Shades,None,Big Shades,None,None,None,None,None,,,,,,,,,
4728,88.46,Male,Male-Dark,3,Do-rag,Eye Mask,None,Eye Mask,None,None,None,Earring,None,,,,,,,,,
4729,109.35,Female,Female-Mid,1,None,Regular Shades,None,Regular Shades,None,None,None,None,None,"[79.0, 55.0]","[191720.0, 133470.0]","[152.185, 273.933]",2.0,191720.00,79.00,152.19,43.641689955121336,121.74799999999999
4730,160.99,Male,Male-Light,4,Mohawk,None,Big Beard,None,Cigarette,Frown,None,None,None,[46.0],[111630.0],[152.185],1.0,111630.00,46.00,152.19,NA,NA
4731,117.89,Male,Male-Mid,4,Shaved Head,Small Shades,Normal Beard,Small Shades,None,None,None,Earring,None,[78.97],[191640.0],[30.437],1.0,191640.00,78.97,30.44,NA,NA
4732,65.59,Male,Male-Light,2,Cap,Horned Rim Glasses,None,Horned Rim Glasses,None,None,None,None,None,,,,,,,,,
4733,78.63,Male,Male-Dark,2,Shaved Head,Small Shades,None,Small Shades,None,None,None,None,None,,,,,,,,,
4734,89.71,Male,Male-Mid,3,Mohawk Dark,Eye Mask,None,Eye Mask,None,None,Mole,None,None,"[45.0, 35.0, 14.95]","[109210.0, 84940.0, 36280.0]","[152.185, 152.185, 243.496]",3.0,109210.00,45.00,152.19,28.571596755394925,0.0
4735,108.49,Male,Male-Mid,3,Peak Spike,None,None,None,None,Smile,Mole,None,None,,,,,,,,,
4736,117.74,Male,Male-Mid,2,None,Eye Patch,None,Eye Patch,None,Frown,None,None,None,,,,,,,,,
4737,73.02,Male,Male-Dark,3,Do-rag,Horned Rim Glasses,None,Horned Rim Glasses,None,None,None,Earring,None,,,,,,,,,
4738,141.49,Female,Female-Light,3,Half Shaved,Green Eye Shadow,None,Green Eye Shadow,None,None,Mole,None,None,,,,,,,,,
4739,78.62,Male,Male-Dark,2,Mohawk Dark,None,Chinstrap,None,None,None,None,None,None,,,,,,,,,
4740,132.93,Female,Female-Mid,2,Wild White Hair,Green Eye Shadow,None,Green Eye Shadow,None,None,None,None,None,"[36.75, 22.75, 11.75]","[89180.0, 55210.0, 28510.0]","[273.933, 334.807, 334.807]",3.0,89180.00,36.75,273.93,61.52578290558041,60.874000000000024
4741,146.75,Male,Male-Dark,3,None,Clown Eyes Blue,Muttonchops,Clown Eyes Blue,Pipe,None,None,None,None,,,,,,,,,
4742,94.15,Female,Female-Dark,3,Messy Hair,Green Eye Shadow,None,Green Eye Shadow,None,Hot Lipstick,None,None,None,,,,,,,,,
4743,104.29,Male,Male-Light,3,Bandana,VR,None,VR,Vape,None,None,None,None,,,,,,,,,
4744,94.03,Male,Male-Dark,3,Mohawk Thin,Classic Shades,Mustache,Classic Shades,None,None,None,None,None,"[97.99, 118.88, 111.0, 66.5, 61.66, 46.0, 18.99, 18.0]","[237800.0, 288500.0, 269370.0, 161380.0, 149640.0, 111630.0, 46080.0, 43680.0]","[91.311, 91.311, 91.311, 152.185, 152.185, 152.185, 243.496, 243.496]",8.0,237800.00,97.99,91.31,-17.573942551325644,0.0
4745,143.07,Male,Male-Light,4,Mohawk Thin,Eye Mask,Shadow Beard,Eye Mask,None,None,None,None,Clown Nose,,,,,,,,,
4746,136.56,Male,Male-Mid,4,Bandana,3D Glasses,Shadow Beard,3D Glasses,None,Smile,None,None,None,,,,,,,,,
4747,289.33,Zombie,Zombie,2,Headband,Clown Eyes Blue,None,Clown Eyes Blue,None,None,None,None,None,[1.0],[2430.0],[1461.0],1.0,2430.00,1.00,1461.00,NA,NA
4748,127.71,Male,Male-Light,2,Purple Hair,None,None,None,None,None,None,None,Clown Nose,,,,,,,,,
4749,114.6,Male,Male-Mid,3,Do-rag,Small Shades,None,Small Shades,None,Frown,None,None,None,,,,,,,,,
4750,140.82,Male,Male-Light,3,Cowboy Hat,Nerd Glasses,Front Beard,Nerd Glasses,None,None,None,None,None,"[9.5, 5.5]","[23050.0, 13350.0]","[334.807, 365.25]",2.0,23050.00,9.50,334.81,72.64624372706164,30.442999999999984
4751,74.76,Female,Female-Light,3,Messy Hair,Eye Patch,None,Eye Patch,Cigarette,None,None,None,None,,,,,,,,,
4752,236.92,Female,Female-Dark,3,Tiara,Horned Rim Glasses,None,Horned Rim Glasses,None,Purple Lipstick,None,None,None,,,,,,,,,
4753,69.59,Male,Male-Mid,3,Knitted Cap,Big Shades,None,Big Shades,Cigarette,None,None,None,None,,,,,,,,,
4754,134.26,Male,Male-Albino,2,Vampire Hair,None,Chinstrap,None,None,None,None,None,None,,,,,,,,,
4755,77.99,Male,Male-Dark,3,Messy Hair,None,Normal Beard,None,None,None,None,Earring,None,,,,,,,,,
4756,128.55,Female,Female-Mid,3,Straight Hair Dark,Clown Eyes Blue,None,Clown Eyes Blue,None,Hot Lipstick,None,None,None,[27.0],[65519.99999999999],[152.185],1.0,65520.00,27.00,152.19,NA,NA
4757,103.75,Male,Male-Light,3,Hoodie,None,None,None,Pipe,None,Mole,None,None,,,,,,,,,
4758,79.14,Male,Male-Mid,3,Mohawk Dark,None,Normal Beard,None,None,None,None,Earring,None,,,,,,,,,
4759,133.62,Male,Male-Mid,3,Purple Hair,Big Shades,Handlebars,Big Shades,None,None,None,None,None,,,,,,,,,
4760,108.13,Male,Male-Mid,3,Hoodie,Regular Shades,Normal Beard,Regular Shades,None,None,None,None,None,[200.0],[485360.0],[152.185],1.0,485360.00,200.00,152.19,NA,NA
4761,125.48,Female,Female-Dark,3,Straight Hair Blonde,Horned Rim Glasses,None,Horned Rim Glasses,None,Black Lipstick,None,None,None,,,,,,,,,
4762,68.69,Male,Male-Mid,3,Mohawk,Regular Shades,None,Regular Shades,Cigarette,None,None,None,None,,,,,,,,,
4763,84.99,Female,Female-Light,4,Messy Hair,Big Shades,None,Big Shades,None,Black Lipstick,None,Earring,None,,,,,,,,,
4764,65.32,Male,Male-Mid,3,Peak Spike,None,None,None,Cigarette,None,None,Earring,None,,,,,,,,,
4765,136.64,Male,Male-Dark,3,Vampire Hair,None,Shadow Beard,None,Pipe,None,None,None,None,"[117.97, 108.0, 100.0, 45.0, 42.0]","[286290.0, 262089.99999999997, 242680.0, 109210.0, 101930.0]","[121.748, 121.748, 121.748, 152.185, 152.185]",5.0,286290.00,117.97,121.75,9.233052642021294,0.0
4766,100.13,Male,Male-Dark,4,Messy Hair,Nerd Glasses,Front Beard,Nerd Glasses,None,None,None,Earring,None,,,,,,,,,
4767,126.33,Female,Female-Dark,4,Tassle Hat,Clown Eyes Green,None,Clown Eyes Green,None,Purple Lipstick,None,Earring,None,"[6.5, 5.45, 4.8, 5.0]","[15770.0, 13230.0, 11650.0, 12130.0]","[365.25, 365.25, 365.25, 365.25]",4.0,15770.00,6.50,365.25,19.189781573577207,0.0
4768,74.81,Female,Female-Light,3,Mohawk Thin,None,None,None,None,Hot Lipstick,Mole,None,None,[99.0],[240250.0],[91.311],1.0,240250.00,99.00,91.31,NA,NA
4769,165.87,Female,Female-Mid,2,Pink With Hat,None,None,None,Vape,None,None,None,None,,,,,,,,,
4770,90.89,Male,Male-Mid,3,Hoodie,None,Shadow Beard,None,None,None,Mole,None,None,"[219.0, 170.0, 53.0, 53.0, 33.2, 29.0, 22.39, 19.88, 18.0, 17.0, 8.25]","[531470.0, 412560.0, 128620.0, 128620.0, 80570.0, 70380.0, 54340.0, 48230.0, 43680.0, 41260.0, 20020.0]","[21.0, 152.185, 304.37, 304.37, 334.807, 334.807, 334.807, 334.807, 334.807, 334.807, 365.244]",11.0,531470.00,219.00,21.00,28.82216205603535,131.185
4771,75.49,Male,Male-Dark,2,Messy Hair,None,Goat,None,None,None,None,None,None,,,,,,,,,
4772,120.43,Female,Female-Dark,3,Straight Hair,Big Shades,None,Big Shades,None,Hot Lipstick,None,None,None,,,,,,,,,
4773,87.59,Male,Male-Light,2,Police Cap,Classic Shades,None,Classic Shades,None,None,None,None,None,"[78.0, 59.0, 34.8]","[189290.0, 143180.0, 84450.0]","[152.185, 152.185, 152.185]",3.0,189290.00,78.00,152.19,32.20329512994042,0.0
4774,161.94,Male,Male-Mid,4,Do-rag,Clown Eyes Green,None,Clown Eyes Green,None,None,Rosy Cheeks,Earring,None,[35.0],[84940.0],[152.185],1.0,84940.00,35.00,152.19,NA,NA
4775,138.81,Male,Male-Dark,3,Vampire Hair,None,None,None,Vape,None,Mole,None,None,,,,,,,,,
4776,143.11,Male,Male-Light,4,Frumpy Hair,Eye Patch,Big Beard,Eye Patch,Cigarette,None,None,None,None,"[38.33, 34.0]","[93020.0, 82510.0]","[243.496, 273.933]",2.0,93020.00,38.33,243.50,12.736483620365767,30.436999999999983
4777,55.0,Male,Male-Mid,3,Mohawk,None,None,None,Cigarette,None,None,Earring,None,"[13.65, 5.0]","[33130.0, 12130.0]","[334.807, 365.25]",2.0,33130.00,13.65,334.81,173.1019701590965,30.442999999999984
4778,71.49,Female,Female-Mid,3,Bandana,Clown Eyes Blue,None,Clown Eyes Blue,None,None,None,Earring,None,,,,,,,,,
4779,80.79,Female,Female-Mid,2,Crazy Hair,Eye Mask,None,Eye Mask,None,None,None,None,None,[7.5],[18200.0],[365.25],1.0,18200.00,7.50,365.25,NA,NA
4780,119.39,Male,Male-Dark,2,Cowboy Hat,VR,None,VR,None,None,None,None,None,"[75.5, 7.5]","[183220.0, 18200.0]","[273.933, 365.25]",2.0,183220.00,75.50,273.93,906.6479863743749,91.31700000000001
4781,80.62,Male,Male-Mid,2,Mohawk Thin,None,None,None,None,Frown,None,None,None,,,,,,,,,
4782,94.14,Female,Female-Dark,2,Wild Hair,None,None,None,None,None,None,None,Clown Nose,,,,,,,,,
4783,90.74,Male,Male-Mid,3,Bandana,Horned Rim Glasses,Luxurious Beard,Horned Rim Glasses,None,None,None,None,None,,,,,,,,,
4784,112.58,Female,Female-Mid,3,Straight Hair,Eye Patch,None,Eye Patch,None,None,None,Earring,None,[5.75],[13950.0],[365.25],1.0,13950.00,5.75,365.25,NA,NA
4785,215.32,Male,Male-Dark,4,Mohawk Dark,None,Luxurious Beard,None,Medical Mask,None,Rosy Cheeks,None,None,[13.25],[32159.999999999996],[334.807],1.0,32160.00,13.25,334.81,NA,NA
4786,215.4,Male,Male-Mid,2,Clown Hair Green,None,None,None,None,Buck Teeth,None,None,None,,,,,,,,,
4787,114.97,Female,Female-Light,3,Straight Hair,None,None,None,Cigarette,Black Lipstick,None,None,None,,,,,,,,,
4788,225.98,Female,Female-Dark,3,Pilot Helmet,None,None,None,None,Hot Lipstick,None,Earring,None,,,,,,,,,
4789,67.78,Male,Male-Mid,2,Mohawk Dark,Clown Eyes Blue,None,Clown Eyes Blue,None,None,None,None,None,,,,,,,,,
4790,107.87,Male,Male-Light,4,Crazy Hair,Big Shades,Mustache,Big Shades,Cigarette,None,None,None,None,,,,,,,,,
4791,84.14,Male,Male-Dark,3,Wild Hair,Clown Eyes Blue,Shadow Beard,Clown Eyes Blue,None,None,None,None,None,,,,,,,,,
4792,100.84,Male,Male-Mid,2,None,None,Handlebars,None,None,None,None,Earring,None,"[74.96, 59.99, 20.24, 12.0, 5.25]","[181910.0, 145580.0, 49120.0, 29120.0, 12740.0]","[152.185, 152.185, 273.933, 334.807, 365.25]",5.0,181910.00,74.96,152.19,24.95449268791944,0.0
4793,63.69,Male,Male-Dark,3,Mohawk,None,Shadow Beard,None,None,None,None,Earring,None,,,,,,,,,
4794,109.98,Male,Male-Albino,2,Fedora,Small Shades,None,Small Shades,None,None,None,None,None,"[83.0, 19.19, 18.0, 25.0, 22.0, 12.5, 6.25]","[201420.0, 46570.0, 43680.0, 60670.0, 53390.0, 30340.0, 15170.0]","[30.437, 243.496, 243.496, 243.496, 273.933, 334.807, 365.25]",7.0,201420.00,83.00,30.44,332.50091258508513,213.059
4795,101.46,Male,Male-Light,2,Wild Hair,None,None,None,None,None,None,None,None,[115.0],[279080.0],[12.0],1.0,279080.00,115.00,12.00,NA,NA
4796,74.77,Male,Male-Mid,2,Cap Forward,None,None,None,None,None,Mole,None,None,"[99.0, 22.0, 22.4, 18.0, 12.0, 8.5]","[240250.0, 53390.0, 54360.0, 43680.0, 29120.0, 20630.0]","[60.874, 304.37, 304.37, 304.37, 334.807, 334.807]",6.0,240250.00,99.00,60.87,349.9822067389635,243.496
